CGPA,Programming Skill (1-10),Math Skill (1-10),Problem Solving (1-10),Communication Skill (1-10),Cybersecurity Knowledge (1-10),Database Knowledge (1-10),AI/ML Knowledge (1-10),Networking Skill (1-10),Creativity (1-10),Leadership (1-10),Mobile Dev Skill (1-10),Cloud Computing Skill (1-10),Blockchain Knowledge (1-10),Robotics Skill (1-10),System Design (1-10),Design Skill (1-10),Preferred Interest,Suggested Career
8.83,5,8,6,8,5,2,6,8,1,3,4,4,10,8,4,2,Management,You don’t have enough skills yet. Keep learning!
7.09,8,7,2,8,8,5,2,1,3,8,1,5,4,2,2,3,Management,Software Engineer
7.13,2,10,10,6,4,2,7,9,4,6,5,1,5,7,9,3,Analytics,Network Engineer
6.82,2,2,8,1,6,9,3,4,3,1,1,6,10,4,4,5,Management,Database Administrator
9.97,3,1,7,6,8,3,8,5,2,7,2,3,7,2,7,9,Systems,You don’t have enough skills yet. Keep learning!
7.29,6,10,3,5,8,7,1,8,4,7,9,9,8,3,9,3,Research,Cloud Engineer
7.09,5,9,6,10,4,8,10,10,1,7,6,5,8,5,10,8,Coding,Network Engineer
7.37,6,7,7,7,3,10,2,9,8,8,6,5,4,6,8,9,Analytics,Network Engineer
6.35,9,7,4,4,3,5,4,4,9,6,8,4,7,1,10,10,Networking,UI/UX Designer
9.25,6,5,5,3,4,3,3,9,4,3,1,2,8,10,2,5,Networking,Software Engineer
7.31,3,6,10,6,2,9,5,8,10,5,8,5,3,5,10,10,Management,UI/UX Designer
9.23,5,3,4,8,10,6,2,10,4,4,9,6,7,10,4,7,Systems,Cybersecurity Specialist
6.08,5,4,1,1,8,8,2,1,3,7,1,3,3,4,3,10,Networking,You don’t have enough skills yet. Keep learning!
7.38,7,3,8,5,6,5,8,4,3,6,1,1,10,7,3,1,Management,Blockchain Developer
8.98,4,3,1,4,6,10,10,1,1,4,6,9,7,4,2,4,Research,IoT Engineer
8.93,10,9,10,3,8,10,3,9,2,10,4,9,3,10,2,10,Coding,Robotics Engineer
8.83,4,2,5,1,7,9,2,4,1,9,5,4,8,4,8,9,Management,You don’t have enough skills yet. Keep learning!
8.87,6,8,9,8,9,1,7,7,9,7,6,3,2,5,8,6,Research,Cybersecurity Specialist
9.01,7,5,3,4,1,7,5,3,8,5,10,5,6,2,4,5,Design,Software Engineer
9.73,4,4,10,9,5,7,2,8,5,9,9,9,10,10,6,7,Analytics,Project Manager
9.69,3,4,4,3,7,3,2,4,1,3,8,5,6,8,3,4,Management,You don’t have enough skills yet. Keep learning!
7.24,1,6,4,5,10,1,9,8,10,1,6,7,3,6,9,7,Management,Cloud Engineer
7.49,8,5,4,2,10,1,10,6,3,8,9,6,2,10,1,9,Management,Robotics Engineer
8.94,3,2,4,5,7,4,5,10,1,2,1,10,4,5,1,3,Coding,Cloud Engineer
9.56,7,9,10,7,3,2,8,3,7,5,6,5,8,4,9,5,Systems,Embedded Systems Engineer
7.75,7,3,10,4,4,9,7,6,5,10,2,9,9,5,10,5,Analytics,Blockchain Developer
9.36,2,8,1,4,1,5,4,9,7,7,6,8,9,10,3,9,Systems,Cloud Engineer
9.44,7,1,2,7,9,7,5,3,8,5,7,4,10,1,3,5,Research,Blockchain Developer
6.68,6,5,4,1,3,2,7,8,10,4,4,4,6,10,8,9,Coding,UI/UX Designer
9.79,4,4,10,4,9,4,4,6,1,10,2,4,4,9,3,8,Analytics,You don’t have enough skills yet. Keep learning!
7.41,7,1,4,2,7,1,4,1,5,5,6,10,2,1,2,5,Research,Software Engineer
6.06,8,7,5,9,7,6,6,10,9,9,2,8,1,5,4,8,Analytics,Project Manager
6.47,4,5,1,4,10,1,1,2,5,6,5,7,9,10,9,5,Analytics,You don’t have enough skills yet. Keep learning!
6.56,9,10,7,6,1,7,2,8,1,5,6,1,2,9,6,4,Analytics,Robotics Engineer
8.14,2,1,5,8,1,1,8,2,8,5,9,4,10,5,2,8,Management,You don’t have enough skills yet. Keep learning!
8.94,7,7,3,9,4,3,9,1,8,10,1,7,2,8,8,3,Coding,Project Manager
6.3,4,5,3,4,9,3,2,3,8,2,10,4,5,8,5,5,Design,You don’t have enough skills yet. Keep learning!
6.74,1,10,6,10,2,9,7,8,1,4,5,9,1,10,1,1,Analytics,Cloud Engineer
7.95,7,7,9,9,5,5,6,6,8,3,1,9,9,5,6,7,Systems,Embedded Systems Engineer
7.45,10,2,3,4,7,4,7,7,3,10,10,9,7,10,1,9,Coding,Robotics Engineer
7.37,4,2,9,5,3,7,9,8,5,8,7,9,8,10,3,3,Design,Cloud Engineer
9.39,5,7,3,1,9,10,8,1,3,4,6,5,1,2,5,1,Design,You don’t have enough skills yet. Keep learning!
9.97,8,5,6,10,5,9,10,1,2,9,1,9,5,3,9,8,Design,Project Manager
8.71,7,4,10,10,4,4,1,3,7,2,3,1,10,3,3,8,Analytics,Blockchain Developer
9.56,2,6,4,6,2,9,10,6,1,3,8,9,7,8,7,10,Networking,You don’t have enough skills yet. Keep learning!
6.76,8,3,8,3,10,1,2,8,1,7,4,10,8,4,6,3,Management,Blockchain Developer
9.68,7,4,2,9,10,9,5,8,10,2,4,4,8,9,5,4,Management,Robotics Engineer
8.33,7,1,2,3,5,3,8,1,1,1,1,5,8,1,6,10,Research,IoT Engineer
6.94,3,6,3,9,3,10,10,2,2,1,2,10,9,8,1,8,Management,You don’t have enough skills yet. Keep learning!
9.04,4,3,9,5,6,8,6,8,10,5,5,2,2,7,10,2,Management,You don’t have enough skills yet. Keep learning!
6.96,5,5,8,9,4,4,2,8,1,1,9,6,3,9,7,4,Networking,You don’t have enough skills yet. Keep learning!
9.95,3,1,6,9,8,7,1,5,7,7,8,7,4,6,9,10,Research,You don’t have enough skills yet. Keep learning!
8.65,3,9,9,5,1,10,1,1,8,1,5,1,5,7,10,7,Analytics,Database Administrator
8.39,4,8,10,2,2,7,8,6,7,6,2,5,8,6,9,2,Analytics,Data Scientist
8.96,4,3,10,4,3,5,10,1,8,1,3,5,5,8,3,4,Networking,You don’t have enough skills yet. Keep learning!
9.09,7,3,2,6,8,1,4,7,10,4,4,5,3,3,10,2,Networking,Software Engineer
6.07,9,5,10,5,9,5,4,10,5,8,5,9,6,10,2,4,Coding,Robotics Engineer
7.73,1,9,3,10,6,8,10,5,4,4,6,9,10,5,4,8,Analytics,You don’t have enough skills yet. Keep learning!
6.04,2,5,5,3,1,9,4,9,7,8,6,7,1,8,9,10,Systems,Network Engineer
8.67,5,3,1,2,2,9,10,6,3,9,4,1,9,2,4,3,Research,IoT Engineer
9.87,10,7,6,5,3,9,10,2,6,4,2,5,6,7,2,4,Systems,Embedded Systems Engineer
6.35,9,8,1,8,6,8,2,7,6,8,6,2,9,2,8,3,Research,Blockchain Developer
9.74,7,2,7,10,10,9,10,5,2,6,8,3,3,8,1,6,Systems,Embedded Systems Engineer
6.66,2,2,5,3,8,10,4,7,7,3,5,7,9,6,5,7,Networking,You don’t have enough skills yet. Keep learning!
9.02,9,3,2,9,10,1,6,1,1,9,6,5,2,2,9,6,Research,Project Manager
6.2,6,7,5,7,10,2,1,9,3,1,2,3,1,6,9,7,Networking,Network Engineer
9.91,6,8,5,7,8,7,2,6,8,3,1,6,7,5,9,5,Design,Software Engineer
9.15,3,1,4,1,6,5,5,8,9,4,8,2,8,2,5,10,Coding,UI/UX Designer
6.86,2,1,4,1,1,8,2,9,4,1,7,9,10,7,9,7,Management,Network Engineer
7.43,2,4,1,4,5,3,6,2,7,6,6,10,8,4,2,5,Design,You don’t have enough skills yet. Keep learning!
8.3,4,8,1,6,1,4,10,8,1,8,4,3,2,5,4,1,Networking,You don’t have enough skills yet. Keep learning!
7.66,10,4,9,8,2,8,7,6,7,6,9,5,1,8,4,6,Analytics,Robotics Engineer
7.72,4,2,1,4,3,10,8,1,1,6,8,5,6,6,8,5,Design,You don’t have enough skills yet. Keep learning!
7.87,4,10,5,2,9,7,1,5,5,4,5,2,9,3,8,1,Systems,You don’t have enough skills yet. Keep learning!
6.86,3,7,1,6,7,9,2,9,1,10,8,4,4,1,7,4,Analytics,Network Engineer
6.2,8,10,10,6,9,8,7,7,7,9,7,2,6,4,7,6,Networking,Cybersecurity Specialist
6.6,7,2,7,8,8,3,3,1,7,3,6,6,1,4,1,8,Research,Software Engineer
6.25,5,6,3,9,3,7,5,2,2,6,7,2,8,2,8,5,Research,You don’t have enough skills yet. Keep learning!
8.0,3,3,1,10,10,2,4,1,9,1,2,2,10,8,3,8,Networking,UI/UX Designer
7.3,1,4,3,4,5,7,6,9,10,2,1,1,6,6,6,5,Systems,You don’t have enough skills yet. Keep learning!
8.94,2,2,10,3,7,3,1,1,9,3,5,3,5,5,2,5,Systems,You don’t have enough skills yet. Keep learning!
7.36,5,1,5,7,4,1,2,8,6,9,1,3,3,9,2,8,Systems,You don’t have enough skills yet. Keep learning!
7.17,9,4,7,1,4,3,9,4,3,2,10,5,4,6,6,4,Coding,AI/ML Engineer
7.87,3,9,10,6,7,5,3,7,7,4,5,5,3,6,3,6,Analytics,Data Analyst
9.65,2,9,9,3,7,8,9,10,5,6,9,6,3,10,8,1,Coding,Network Engineer
7.73,6,1,8,2,10,3,3,5,2,3,8,10,10,10,4,6,Coding,Software Engineer
6.21,4,3,4,8,10,7,4,2,3,4,9,1,5,1,4,5,Networking,You don’t have enough skills yet. Keep learning!
8.07,8,6,5,1,8,2,1,9,10,1,3,1,3,7,6,1,Systems,Embedded Systems Engineer
9.4,7,2,1,9,7,4,5,6,1,1,3,8,10,3,9,7,Analytics,Blockchain Developer
6.38,7,2,6,10,3,4,4,6,6,3,2,4,2,1,8,9,Design,Software Engineer
6.98,2,4,3,1,4,2,6,2,10,2,6,9,9,6,10,6,Design,You don’t have enough skills yet. Keep learning!
6.5,10,8,7,9,3,6,8,2,2,3,6,2,9,1,8,4,Management,Blockchain Developer
6.2,2,1,5,8,7,1,9,2,9,8,6,1,2,3,10,6,Coding,You don’t have enough skills yet. Keep learning!
8.89,6,5,8,1,2,1,2,4,6,6,8,2,8,4,9,2,Design,Software Engineer
8.19,6,2,9,7,3,10,4,4,2,6,5,4,9,9,9,2,Systems,Database Administrator
6.22,7,8,8,2,4,2,10,5,6,7,4,4,5,5,7,2,Networking,Data Scientist
6.84,6,5,4,8,2,4,2,9,4,1,6,5,9,7,9,7,Design,Network Engineer
8.14,2,8,2,4,5,6,3,8,3,4,6,9,10,4,3,8,Management,Cloud Engineer
6.78,1,2,5,1,6,6,5,2,8,3,7,3,9,5,8,6,Analytics,You don’t have enough skills yet. Keep learning!
7.6,9,10,4,8,2,6,4,6,8,6,7,5,7,5,8,8,Design,Game Developer
9.36,7,6,1,7,10,7,4,8,5,5,5,8,2,2,8,7,Systems,Embedded Systems Engineer
7.62,3,1,9,1,7,3,2,9,6,2,9,5,7,8,5,5,Coding,You don’t have enough skills yet. Keep learning!
6.39,7,8,5,9,3,5,2,7,10,5,9,9,4,10,4,3,Management,Robotics Engineer
8.73,8,7,2,1,4,8,2,7,5,4,9,9,2,10,5,5,Systems,Embedded Systems Engineer
8.21,9,3,1,5,7,4,10,6,2,4,7,1,5,10,10,4,Research,IoT Engineer
9.26,6,4,9,1,9,8,7,10,7,2,9,1,1,4,7,1,Networking,Network Engineer
9.78,8,5,7,10,10,6,1,4,1,10,10,3,9,8,7,9,Coding,Project Manager
6.8,6,1,9,4,2,10,4,10,6,7,4,10,7,4,1,3,Design,Database Administrator
6.4,10,9,9,10,1,4,2,4,3,3,2,7,5,1,2,9,Research,Data Analyst
6.11,4,5,3,7,2,8,7,6,1,5,6,2,7,4,6,6,Management,You don’t have enough skills yet. Keep learning!
7.75,7,6,2,3,9,7,2,2,9,2,3,4,9,8,9,1,Analytics,Robotics Engineer
8.27,9,8,9,1,1,8,3,7,4,2,5,2,6,1,7,8,Coding,Data Analyst
9.11,3,3,9,4,5,5,6,2,1,9,9,8,1,2,10,4,Research,You don’t have enough skills yet. Keep learning!
8.61,3,5,10,4,10,4,9,5,7,4,2,8,8,3,9,4,Research,IoT Engineer
8.17,6,1,5,8,4,9,2,6,8,6,6,6,8,6,6,4,Research,Software Engineer
7.1,3,10,3,2,7,3,7,7,8,6,5,6,1,7,8,6,Design,You don’t have enough skills yet. Keep learning!
9.88,7,2,1,9,7,7,5,5,9,1,1,6,5,2,1,7,Systems,Embedded Systems Engineer
6.88,1,7,7,9,5,2,9,1,5,2,8,9,10,5,6,1,Design,You don’t have enough skills yet. Keep learning!
9.24,3,4,9,6,3,5,1,7,3,5,7,4,6,6,3,10,Design,You don’t have enough skills yet. Keep learning!
6.76,6,1,2,10,2,10,7,3,6,4,9,10,5,8,3,7,Design,Software Engineer
8.38,2,6,6,8,8,4,1,1,3,7,4,6,10,2,6,3,Networking,You don’t have enough skills yet. Keep learning!
6.58,1,1,4,7,9,9,8,2,2,6,9,8,9,4,6,6,Networking,You don’t have enough skills yet. Keep learning!
7.41,6,7,7,5,5,4,10,8,2,10,7,4,7,1,8,6,Analytics,Software Engineer
9.18,1,8,10,6,8,8,1,9,6,2,2,5,6,4,3,4,Research,Data Analyst
7.14,5,2,3,1,6,3,10,5,3,3,3,9,7,9,6,5,Management,You don’t have enough skills yet. Keep learning!
8.75,10,1,10,9,6,8,3,1,9,3,9,9,7,7,2,9,Coding,UI/UX Designer
8.65,10,9,3,9,4,5,6,4,2,4,2,5,3,8,7,3,Networking,Robotics Engineer
6.48,10,1,10,7,8,10,9,8,6,8,5,5,1,4,8,2,Networking,Database Administrator
8.21,10,4,6,4,4,8,3,3,2,7,10,9,3,1,4,7,Coding,Mobile App Developer
6.25,5,7,1,5,6,10,8,8,5,5,7,4,1,1,7,1,Systems,You don’t have enough skills yet. Keep learning!
7.83,6,1,5,1,10,9,10,8,8,2,7,1,2,3,4,4,Analytics,Cybersecurity Specialist
8.76,3,3,8,9,7,5,6,7,4,9,4,8,7,5,4,5,Analytics,Project Manager
8.37,10,4,1,5,2,3,9,1,5,9,3,4,1,4,4,8,Networking,AI/ML Engineer
7.8,8,1,6,8,5,5,6,6,3,1,7,7,10,3,2,5,Research,Blockchain Developer
9.24,1,3,10,5,4,2,4,4,2,8,10,3,8,10,10,7,Management,You don’t have enough skills yet. Keep learning!
6.29,10,3,9,6,9,9,3,7,8,8,6,7,2,6,7,10,Design,Game Developer
9.21,5,9,5,1,1,5,6,1,2,1,7,9,7,9,5,6,Design,You don’t have enough skills yet. Keep learning!
8.18,4,3,4,5,4,6,5,8,7,6,10,2,7,1,2,1,Analytics,You don’t have enough skills yet. Keep learning!
6.62,3,6,3,7,1,9,6,2,1,2,8,3,3,1,8,1,Networking,You don’t have enough skills yet. Keep learning!
6.77,1,1,2,7,3,8,1,4,2,2,1,3,1,9,9,3,Analytics,You don’t have enough skills yet. Keep learning!
6.92,9,1,8,2,4,8,4,5,4,6,7,7,8,9,10,2,Networking,Robotics Engineer
9.66,8,10,9,6,4,6,8,5,5,9,8,7,5,2,2,3,Design,Data Scientist
6.82,2,9,2,7,8,7,4,7,1,2,4,10,2,1,8,5,Design,You don’t have enough skills yet. Keep learning!
6.15,6,1,9,7,10,8,4,3,10,4,4,10,2,4,8,2,Networking,Software Engineer
9.79,6,5,10,9,9,4,3,10,8,5,1,5,5,5,1,9,Coding,Cybersecurity Specialist
9.97,7,10,10,9,9,4,5,4,5,4,4,4,5,6,3,6,Systems,Embedded Systems Engineer
6.14,9,5,3,1,1,9,4,1,5,6,10,10,1,2,7,5,Design,Mobile App Developer
9.71,4,8,10,4,2,2,3,4,2,5,6,3,1,2,3,7,Coding,Data Analyst
9.29,4,8,4,1,4,4,5,2,5,8,3,3,2,3,4,9,Systems,You don’t have enough skills yet. Keep learning!
9.1,2,7,6,5,5,6,8,3,4,6,6,8,7,2,4,6,Networking,You don’t have enough skills yet. Keep learning!
8.3,9,6,10,3,10,1,10,6,2,2,10,1,2,7,8,4,Networking,AI/ML Engineer
8.86,9,2,10,8,6,8,4,9,6,8,9,6,5,8,10,1,Analytics,Network Engineer
9.01,1,4,6,4,9,7,3,8,9,3,8,6,6,2,4,5,Research,Cybersecurity Specialist
7.5,8,8,8,10,8,3,10,7,2,7,4,5,8,9,8,7,Research,IoT Engineer
7.45,9,1,2,3,6,1,5,10,10,1,8,3,2,10,10,10,Management,UI/UX Designer
7.99,8,9,5,6,7,10,7,5,9,4,10,6,1,9,7,9,Management,UI/UX Designer
9.08,3,2,10,2,9,4,10,3,6,1,6,10,7,5,3,3,Systems,You don’t have enough skills yet. Keep learning!
6.05,6,10,9,9,2,9,2,5,10,6,1,1,7,1,4,1,Coding,Database Administrator
8.84,10,3,7,4,10,9,9,8,10,3,6,3,4,2,8,2,Design,Game Developer
6.38,2,8,10,4,10,8,5,1,6,1,7,9,3,2,9,8,Design,Data Analyst
9.23,4,10,7,1,4,5,8,1,9,8,5,7,7,6,2,8,Systems,UI/UX Designer
6.42,3,5,8,2,3,8,6,10,10,9,3,3,2,6,3,5,Management,You don’t have enough skills yet. Keep learning!
7.97,8,10,10,5,2,6,1,10,4,9,2,1,6,4,9,10,Analytics,Network Engineer
6.83,9,9,8,1,7,4,3,9,3,2,4,8,8,2,2,6,Systems,Embedded Systems Engineer
7.54,8,8,2,5,3,9,4,9,10,5,10,9,4,1,6,3,Analytics,Cloud Engineer
9.98,1,3,7,8,2,7,4,3,1,2,4,3,7,4,10,2,Management,You don’t have enough skills yet. Keep learning!
6.74,10,10,4,4,6,5,8,8,8,8,2,9,7,9,2,5,Analytics,Robotics Engineer
6.39,9,6,7,4,4,6,8,1,1,1,2,1,6,5,4,8,Analytics,Software Engineer
7.82,7,8,5,4,1,1,10,6,10,6,4,6,7,7,6,2,Coding,Software Engineer
8.82,3,3,7,3,2,2,3,10,5,10,4,10,7,4,4,10,Management,Cloud Engineer
8.97,10,9,6,3,3,3,7,3,2,1,10,6,4,6,1,1,Design,Mobile App Developer
8.6,6,2,5,8,3,7,2,4,5,1,2,3,7,7,5,3,Networking,Software Engineer
9.73,5,2,5,1,9,10,9,4,6,4,8,4,6,2,6,3,Analytics,You don’t have enough skills yet. Keep learning!
8.47,9,4,10,7,1,10,8,5,7,4,10,2,4,1,6,1,Analytics,Database Administrator
7.21,8,4,6,2,7,7,9,9,3,1,7,3,8,4,1,2,Design,Blockchain Developer
8.75,4,4,2,1,10,10,1,3,2,8,2,4,5,8,9,7,Design,You don’t have enough skills yet. Keep learning!
9.71,1,2,10,4,7,1,8,10,1,6,1,6,1,3,4,5,Management,You don’t have enough skills yet. Keep learning!
8.29,7,3,6,9,8,8,5,7,6,7,1,3,10,8,2,4,Systems,Embedded Systems Engineer
8.79,4,6,4,9,1,10,4,6,4,3,5,5,5,4,5,1,Design,You don’t have enough skills yet. Keep learning!
6.8,8,2,6,1,1,4,5,8,8,6,9,10,4,1,8,8,Design,Cloud Engineer
6.41,6,9,1,8,8,7,8,7,6,3,6,3,4,9,7,9,Coding,Software Engineer
6.56,5,1,4,1,1,4,5,9,8,5,3,6,3,7,4,6,Design,You don’t have enough skills yet. Keep learning!
7.65,1,7,2,6,5,9,9,9,5,3,9,2,8,10,4,5,Analytics,You don’t have enough skills yet. Keep learning!
9.56,8,1,3,1,3,3,2,3,6,10,4,5,9,9,4,7,Systems,Embedded Systems Engineer
9.47,10,2,8,10,4,3,5,10,6,7,3,10,5,8,1,10,Analytics,Robotics Engineer
7.68,2,3,9,4,5,8,3,7,9,9,1,6,6,7,2,5,Management,You don’t have enough skills yet. Keep learning!
8.58,4,9,7,9,8,10,2,3,3,5,10,1,2,3,6,10,Management,Database Administrator
6.36,5,3,5,10,10,6,7,8,1,10,5,3,4,6,3,10,Research,Project Manager
8.87,8,1,4,10,7,5,10,3,4,9,10,7,3,3,6,8,Coding,Project Manager
6.21,10,5,9,10,1,9,2,2,6,3,6,8,7,3,6,7,Design,Database Administrator
6.23,6,3,4,3,6,1,1,5,4,9,5,5,8,9,4,8,Systems,Software Engineer
9.94,7,1,1,8,2,1,8,10,6,9,6,9,1,4,3,3,Management,Cloud Engineer
7.39,2,9,5,10,5,2,6,1,1,9,9,9,4,1,10,3,Research,Project Manager
6.93,4,7,7,6,9,10,3,10,3,8,3,1,3,5,8,9,Coding,Network Engineer
8.76,8,8,10,2,8,9,8,8,3,6,10,1,1,9,6,1,Networking,Robotics Engineer
8.14,2,4,6,4,6,2,1,5,6,6,8,9,7,1,10,6,Analytics,You don’t have enough skills yet. Keep learning!
8.63,9,4,5,8,4,10,7,1,6,7,10,1,7,5,1,8,Research,Mobile App Developer
9.63,1,10,2,6,9,1,10,5,6,4,3,7,6,3,4,7,Analytics,You don’t have enough skills yet. Keep learning!
6.73,5,7,1,9,6,3,5,5,7,9,7,1,9,8,1,2,Research,Project Manager
6.46,1,6,2,1,7,5,3,2,9,9,10,2,10,8,5,1,Design,You don’t have enough skills yet. Keep learning!
8.59,8,4,5,2,2,5,4,4,8,1,7,6,6,9,3,9,Coding,Robotics Engineer
9.35,3,5,5,2,7,1,4,1,5,9,8,10,5,1,8,6,Networking,You don’t have enough skills yet. Keep learning!
6.26,9,2,8,7,4,3,5,1,9,10,5,1,6,4,1,9,Research,UI/UX Designer
6.3,7,10,1,6,2,6,10,3,10,6,6,6,9,3,5,4,Networking,Blockchain Developer
6.97,2,10,1,6,1,10,1,8,1,3,2,1,5,8,5,3,Networking,You don’t have enough skills yet. Keep learning!
9.48,1,4,7,5,8,6,2,2,3,4,7,5,3,3,4,6,Design,You don’t have enough skills yet. Keep learning!
9.4,1,5,8,10,9,9,6,8,5,6,4,4,1,5,2,8,Systems,Database Administrator
6.25,7,1,4,4,2,3,2,5,8,6,9,4,8,4,3,5,Management,Blockchain Developer
7.99,6,6,2,9,3,10,5,8,10,9,4,6,8,6,4,7,Networking,Project Manager
7.87,10,5,7,1,3,2,5,5,10,8,9,6,10,8,5,5,Design,Robotics Engineer
9.96,4,5,2,6,3,2,7,5,9,3,3,4,2,2,2,3,Design,You don’t have enough skills yet. Keep learning!
9.47,5,3,9,1,9,8,7,8,9,5,1,8,7,2,1,10,Networking,UI/UX Designer
9.56,8,10,10,6,10,2,4,1,8,3,1,9,6,8,2,10,Management,Robotics Engineer
6.73,9,1,1,7,9,10,10,6,4,4,9,10,7,1,6,1,Research,IoT Engineer
6.6,2,7,6,7,2,3,1,8,6,3,8,10,6,3,4,6,Networking,Cloud Engineer
8.75,9,6,10,6,3,9,10,9,10,4,6,1,1,10,6,4,Research,IoT Engineer
8.45,3,10,9,3,5,7,9,4,4,6,6,2,3,8,10,3,Design,Data Scientist
6.14,3,3,2,1,2,8,1,2,4,3,5,4,10,9,4,8,Management,You don’t have enough skills yet. Keep learning!
8.98,6,7,1,9,6,8,3,2,9,5,10,4,3,6,10,4,Analytics,Software Engineer
6.58,5,6,8,4,6,5,7,2,5,8,8,9,6,9,9,3,Systems,You don’t have enough skills yet. Keep learning!
7.22,3,3,2,7,10,3,7,9,4,10,2,3,5,10,5,6,Systems,Cybersecurity Specialist
8.13,3,6,4,4,6,10,5,6,10,8,1,6,7,6,9,3,Management,You don’t have enough skills yet. Keep learning!
8.99,5,3,3,8,6,6,7,1,9,10,2,6,8,5,6,1,Systems,You don’t have enough skills yet. Keep learning!
6.53,1,1,6,1,2,3,6,10,10,10,4,3,2,3,10,10,Design,UI/UX Designer
9.57,5,3,8,9,3,7,9,4,2,2,9,4,1,7,8,8,Networking,You don’t have enough skills yet. Keep learning!
9.37,5,4,10,7,7,2,3,3,6,7,2,10,9,5,9,2,Management,You don’t have enough skills yet. Keep learning!
9.25,7,10,6,8,9,6,2,5,4,7,9,10,9,6,8,4,Systems,Embedded Systems Engineer
9.37,8,9,1,2,9,7,10,1,1,10,10,10,7,8,4,9,Design,Robotics Engineer
7.15,6,10,2,1,7,5,3,3,2,7,6,5,6,8,10,8,Systems,Software Engineer
8.75,7,7,3,9,7,10,7,10,9,8,6,3,10,6,6,3,Research,Project Manager
7.73,10,8,10,6,4,1,2,2,3,10,10,3,4,4,5,2,Research,Data Analyst
7.99,8,10,9,3,1,5,5,1,3,2,4,10,4,3,1,3,Networking,Data Analyst
8.72,5,2,1,2,8,8,4,4,2,6,4,8,7,4,2,9,Research,You don’t have enough skills yet. Keep learning!
7.94,5,10,4,10,1,2,7,9,3,2,2,1,10,3,9,2,Systems,Network Engineer
7.72,5,5,2,1,3,5,6,5,6,9,4,9,3,10,6,5,Design,You don’t have enough skills yet. Keep learning!
9.27,7,3,4,5,5,3,7,10,8,4,1,10,8,1,8,2,Systems,Embedded Systems Engineer
8.52,6,4,2,2,3,9,4,1,5,10,6,7,6,6,10,8,Networking,Software Engineer
7.79,9,7,9,9,9,6,5,3,5,5,8,5,7,7,2,2,Management,Mobile App Developer
6.35,1,9,4,6,6,7,6,4,4,6,2,2,1,3,8,5,Management,You don’t have enough skills yet. Keep learning!
6.47,10,1,5,6,1,9,8,1,3,10,3,5,3,8,7,8,Coding,Robotics Engineer
7.09,5,9,1,6,5,9,10,9,5,7,4,10,4,3,7,10,Coding,Network Engineer
6.23,9,5,8,5,3,5,10,3,5,2,3,10,6,9,1,1,Research,IoT Engineer
7.93,5,1,4,3,2,10,2,2,9,6,2,10,6,9,4,7,Coding,You don’t have enough skills yet. Keep learning!
6.31,9,5,9,8,2,5,5,8,5,1,4,2,4,6,9,9,Design,Software Engineer
7.05,7,7,8,7,4,4,5,7,1,3,2,2,4,10,9,8,Coding,Robotics Engineer
6.5,4,7,4,4,2,4,8,3,6,2,1,4,2,9,1,2,Design,You don’t have enough skills yet. Keep learning!
7.75,4,6,10,8,6,6,6,10,10,9,8,6,10,4,10,10,Research,UI/UX Designer
6.58,8,4,9,1,2,1,7,5,10,9,5,2,5,10,8,5,Networking,Robotics Engineer
7.24,8,9,3,10,2,4,7,9,5,8,7,1,3,7,2,10,Coding,Project Manager
9.52,5,10,9,6,2,6,7,4,7,3,7,6,6,3,10,10,Systems,Data Scientist
6.86,4,5,4,4,9,10,5,5,5,7,8,3,1,8,4,4,Management,You don’t have enough skills yet. Keep learning!
8.55,4,4,3,5,9,7,3,7,7,1,5,10,3,9,6,6,Design,Cybersecurity Specialist
6.82,8,9,6,4,8,6,1,5,9,1,3,10,9,8,1,8,Analytics,UI/UX Designer
6.35,10,3,9,8,8,7,7,10,7,5,10,10,8,8,4,2,Research,Robotics Engineer
8.51,2,4,3,7,1,4,4,9,8,7,6,6,7,1,10,7,Design,Network Engineer
6.42,8,9,4,7,4,4,6,8,7,1,10,2,10,10,5,7,Management,Robotics Engineer
9.74,6,7,3,9,10,6,8,8,7,3,4,5,7,9,3,9,Networking,Cybersecurity Specialist
6.43,1,10,4,5,10,8,4,1,7,8,4,4,4,6,1,3,Coding,You don’t have enough skills yet. Keep learning!
6.38,1,6,10,2,3,2,1,1,5,2,1,1,6,10,2,1,Management,You don’t have enough skills yet. Keep learning!
6.94,8,8,9,3,5,2,3,4,8,2,2,9,7,6,1,4,Analytics,Data Analyst
6.3,7,9,7,2,5,7,6,8,1,10,1,7,2,4,2,8,Management,Cloud Engineer
7.26,1,5,5,1,2,1,3,2,2,1,8,5,4,6,1,2,Systems,You don’t have enough skills yet. Keep learning!
7.46,9,7,10,9,6,8,6,8,4,3,4,7,9,8,2,4,Management,Robotics Engineer
6.9,10,5,5,9,3,4,6,2,5,1,3,1,1,6,10,8,Research,Software Engineer
6.79,5,1,10,10,2,7,2,1,1,2,2,4,7,1,3,4,Networking,You don’t have enough skills yet. Keep learning!
8.97,3,2,2,10,4,10,4,4,4,3,7,4,10,1,2,3,Coding,You don’t have enough skills yet. Keep learning!
9.03,8,3,4,5,2,8,4,1,7,1,4,4,6,10,6,3,Analytics,Robotics Engineer
8.38,6,7,3,6,1,5,9,1,8,9,1,2,10,8,10,5,Systems,Software Engineer
